url,nama toko,rating,jumlah review,kategori,alamat,kota,jumlah mall terdekat,jumlah kantor terdekat,jumlah sekolah terdekat,label
https://www.google.com/maps/place/DVS+Bankzhat+on/data=!4m7!3m6!1s0x2e69f213a36a3f31:0xad002f3c65bbdd35!8m2!3d-6.2848373!4d106.8378819!16s%2Fg%2F1q67j0qmn!19sChIJMT9qoxPyaS4RNd27ZTwvAK0?authuser=0&hl=en&rclk=1,DVS Bankzhat on,4.3,24,Clothing store,"Jl. Salihara No.4, RT.13/RW.3",Jakarta Selatan,1,2,6,Toko Baju
https://www.google.com/maps/place/Rip+Curl/data=!4m7!3m6!1s0x2e69f151a57de52d:0x9937a347c6e98ca7!8m2!3d-6.224824!4d106.8084101!16s%2Fg%2F11h06m5kk!19sChIJLeV9pVHxaS4Rp4zpxkejN5k?authuser=0&hl=en&rclk=1,Rip Curl,4.5,24,Clothing store,"QRG5+39F, Jl. Jend Sudirman Senayan Kebayoran Baru Jakarta Selatan DKI Jakarta, RT.5/RW.3",Jakarta Selatan,5,5,11,Toko Baju
https://www.google.com/maps/place/Schitzoland/data=!4m7!3m6!1s0x2e69f22051476a09:0xa1fbd845304f4463!8m2!3d-6.2862251!4d106.8207878!16s%2Fg%2F11fxccb061!19sChIJCWpHUSDyaS4RY0RPMEXY-6E?authuser=0&hl=en&rclk=1,Schitzoland,4.5,22,Clothing store,"Jl. Ampera I No.34, RT.4/RW.9",Jakarta Selatan,1,1,5,Toko Baju
https://www.google.com/maps/place/Workshop+Jenriv+Moslem+Wear/data=!4m7!3m6!1s0x2e69f0355c8145ff:0x631bb73eb87e41c4!8m2!3d-6.2687814!4d106.773661!16s%2Fg%2F11c1lhpbmq!19sChIJ_0WBXDXwaS4RxEF-uD63G2M?authuser=0&hl=en&rclk=1,Workshop Jenriv Moslem Wear,4.5,19,Clothing store,"Jl. H. Naimun No.24A, RT.2/RW.11",Jakarta Selatan,0,4,8,Toko Baju
https://www.google.com/maps/place/Sixpax+Clothing/data=!4m7!3m6!1s0x2e69f3bda3ffd4f3:0x356908dd69a59b1f!8m2!3d-6.2264376!4d106.854947!16s%2Fg%2F1tk5qs1y!19sChIJ89T_o73zaS4RH5ulad0IaTU?authuser=0&hl=en&rclk=1,Sixpax Clothing,4.4,18,Clothing store,"Jalan Tebet Utara Dalam No.24, 1, Jakarta Selatan, RT.10/RW.1",Jakarta Selatan,2,3,5,Toko Baju
https://www.google.com/maps/place/Distro+Bola+Tebet/data=!4m7!3m6!1s0x2e69f39086051c5d:0x9426263e6fd64e94!8m2!3d-6.2248899!4d106.8406969!16s%2Fg%2F11c43n32pk!19sChIJXRwFhpDzaS4RlE7Wbz4mJpQ?authuser=0&hl=en&rclk=1,Distro Bola Tebet,4.5,17,Clothing store,"carrefour, mall kota kasablanka.lt LG beranda nusantara UKM. no c3-4.masuk di samping, Jl. Raya Casablanca, RT.4/RW.12",Jakarta Selatan,4,5,4,Toko Baju
https://www.google.com/maps/place/Celcius+Plaza+Kalibata/data=!4m7!3m6!1s0x2e69f3b2ea5800dd:0x5a992358e76cc0fe!8m2!3d-6.257798!4d106.8588179!16s%2Fg%2F12mm84kx3!19sChIJ3QBY6rLzaS4R_sBs51gjmVo?authuser=0&hl=en&rclk=1,Celcius Plaza Kalibata,4.2,17,Clothing store,"PLAZA KALIBATA, Jl. Raya Kalibata No.10, RT.3/RW.2",Jakarta Selatan,4,7,9,Toko Baju
https://www.google.com/maps/place/Kaos+Polos+Mania/data=!4m7!3m6!1s0x2e69f132f5d1fb91:0xa1dc3b26d441862a!8m2!3d-6.2210036!4d106.7842418!16s%2Fg%2F11f4ym2mnr!19sChIJkfvR9TLxaS4RKoZB1CY73KE?authuser=0&hl=en&rclk=1,Kaos Polos Mania,4.9,17,Clothing store,"QQHM+HMX, RT.11/RW.10",Jakarta Selatan,1,1,4,Toko Baju
https://www.google.com/maps/place/TAVAX+DISTRO+Oi+dan+Konveksi+Jkt/data=!4m7!3m6!1s0x2e69ef39e6c927ad:0xa60a549e8cedee97!8m2!3d-6.3029604!4d106.8060073!16s%2Fg%2F11bxdt42hv!19sChIJrSfJ5jnvaS4Rl-7tjJ5UCqY?authuser=0&hl=en&rclk=1,TAVAX DISTRO Oi dan Konveksi Jkt,4.4,15,Men's clothing store,"Jl tridarma Raya rt 03/08 no 3 kp.Pulo, RT.3/RW.8",Jakarta Selatan,2,0,15,Toko Baju
https://www.google.com/maps/place/Salt+%26+Pepper/data=!4m7!3m6!1s0x2e69f38cc02496e7:0xaf3671cb041e30ba!8m2!3d-6.2230297!4d106.8425291!16s%2Fg%2F1ptx9c24t!19sChIJ55YkwIzzaS4RujAeBMtxNq8?authuser=0&hl=en&rclk=1,Salt & Pepper,4.9,14,Men's clothing store,"Kota Kasablanka Lantai 1 Unit 145, Jalan Casablanca Kav. 88, Menteng Dalam, Tebet, RT.2/RW.14",Jakarta Selatan,3,2,7,Toko Baju
https://www.google.com/maps/place/Monospace+Radio+Dalam/data=!4m7!3m6!1s0x2e69f1a133d8a069:0x722f82ad5faab0ac!8m2!3d-6.2627358!4d106.7886888!16s%2Fg%2F12m9kgly_!19sChIJaaDYM6HxaS4RrLCqX62CL3I?authuser=0&hl=en&rclk=1,Monospace Radio Dalam,4.2,13,Clothing store,"Jl. Radio Dalam Raya No.12, RT.7/RW.10",Jakarta Selatan,5,2,5,Toko Baju
https://www.google.com/maps/place/Story+Of+Batavia/data=!4m7!3m6!1s0x2e69f3e0411891e1:0x1d60d768f41bf208!8m2!3d-6.2363643!4d106.8195286!16s%2Fg%2F11d_z7wvxn!19sChIJ4ZEYQeDzaS4RCPIb9GjXYB0?authuser=0&hl=en&rclk=1,Story Of Batavia,4.1,12,Clothing store,RT.14/RW.5,Jakarta Selatan,0,4,0,Toko Baju
https://www.google.com/maps/place/Serba+Distro/data=!4m7!3m6!1s0x2e69f03a4baccacd:0x7bc498d4768a1a94!8m2!3d-6.262239!4d106.7617933!16s%2Fg%2F11bychxb_c!19sChIJzcqsSzrwaS4RlBqKdtSYxHs?authuser=0&hl=en&rclk=1,Serba Distro,4.5,11,Clothing store,"Jl. Depsos XII No.52, RT.8/RW.2",Jakarta Selatan,0,0,0,Toko Baju
https://www.google.com/maps/place/GW+Apparel+Store+Duren+Tiga/data=!4m7!3m6!1s0x2e69f32ec0ce2a3b:0x2983b7bd17e29dda!8m2!3d-6.2536025!4d106.8341211!16s%2Fg%2F11h5rd8p4s!19sChIJOyrOwC7zaS4R2p3iF723gyk?authuser=0&hl=en&rclk=1,GW Apparel Store Duren Tiga,4.8,11,Clothing store,"Jl. Gg. Duren Tiga No.19, RT.12/RW.5",Jakarta Selatan,0,6,9,Toko Baju
https://www.google.com/maps/place/Distro+Almost+Kahfi+II/data=!4m7!3m6!1s0x2e69efd338fc55a5:0x95c072a59fafbf7b!8m2!3d-6.352017!4d106.811623!16s%2Fg%2F11fn46yj5m!19sChIJpVX8ONPvaS4Re7-vn6VywJU?authuser=0&hl=en&rclk=1,Distro Almost Kahfi II,4.6,10,Clothing store,"Jl. Moch. Kahfi II No.23, RT.5/RW.5",Jakarta Selatan,0,0,4,Toko Baju
https://www.google.com/maps/place/DISTRO+ALIMURAH/data=!4m7!3m6!1s0x2e69f39e8b7719fd:0x23905606b143209!8m2!3d-6.2325929!4d106.8611494!16s%2Fg%2F11g0l9zjsp!19sChIJ_Rl3i57zaS4RCTIUa2AFOQI?authuser=0&hl=en&rclk=1,DISTRO ALIMURAH,4.6,9,Clothing store,"Jl. D Gg. R1 No.9, RT.8/RW.4",Jakarta Selatan,0,6,4,Toko Baju
https://www.google.com/maps/place/Rsch+Tebet/data=!4m7!3m6!1s0x2e69f3a6d1531f7d:0xd6a4b125521a9a9f!8m2!3d-6.226284!4d106.855032!16s%2Fg%2F11g2kfgnhg!19sChIJfR9T0abzaS4Rn5oaUiWxpNY?authuser=0&hl=en&rclk=1,Rsch Tebet,4.9,9,Clothing store,"Jl. Tebet Utara Dalam No.26, RT.10/RW.1",Jakarta Selatan,1,9,3,Toko Baju
https://www.google.com/maps/place/Brave+Culture/data=!4m7!3m6!1s0x2e69f3f1e5e92581:0x8fa8bfdc7971f492!8m2!3d-6.2241074!4d106.8497152!16s%2Fg%2F11h8yz260c!19sChIJgSXp5fHzaS4RkvRxedy_qI8?authuser=0&hl=en&rclk=1,Brave Culture,5,9,Clothing store,"Jl. Tebet Dalam 1 No.34, RT.1/RW.2",Jakarta Selatan,2,7,6,Toko Baju
https://www.google.com/maps/place/Distro+Rajawali/data=!4m7!3m6!1s0x2e69f6c724832c39:0xbddc4f0a94a5b162!8m2!3d-6.2039392!4d106.7918572!16s%2Fg%2F11bwn7n6t3!19sChIJOSyDJMf2aS4RYrGllApP3L0?authuser=0&hl=en&rclk=1,Distro Rajawali,4.2,9,T-shirt store,"Jl. Palmerah Utara III No.9, RT.1/RW.3",Jakarta Selatan,0,0,1,Toko Baju
https://www.google.com/maps/place/STARCROSS+STORE+Tebet/data=!4m7!3m6!1s0x2e69f39ab7ce1ea3:0x8b43f9c9729901c0!8m2!3d-6.227014!4d106.854666!16s%2Fg%2F11c2pq8zqk!19sChIJox7Ot5rzaS4RwAGZcsn5Q4s?authuser=0&hl=en&rclk=1,STARCROSS STORE Tebet,4.5,8,Clothing store,"Jl. Tebet Utara Dalam No.#13, RT.7/RW.2",Jakarta Selatan,1,9,4,Toko Baju
https://www.google.com/maps/place/Toko+RR+distro/data=!4m7!3m6!1s0x2e69ef539d41bd43:0x47b3ce6043073f98!8m2!3d-6.3046752!4d106.7951622!16s%2Fg%2F11gv0qf4q7!19sChIJQ71BnVPvaS4RmD8HQ2DOs0c?authuser=0&hl=en&rclk=1,Toko RR distro,4,6,Clothing store,"Jl. RS. Fatmawati Raya Jl. Pd. Labu 1 No.27A, RT.1/RW.1",Jakarta Selatan,2,1,5,Toko Baju
https://www.google.com/maps/place/Crozz/data=!4m7!3m6!1s0x2e69f3d214716ab3:0x4cef4ca6dc91a573!8m2!3d-6.2539809!4d106.828502!16s%2Fg%2F11cmcwn0cw!19sChIJs2pxFNLzaS4Rc6WR3KZM70w?authuser=0&hl=en&rclk=1,Crozz,4.3,6,Clothing store,"Jl. Duren Tiga Raya No.37, RT.3/RW.5",Jakarta Selatan,1,1,5,Toko Baju
https://www.google.com/maps/place/Or+-+Kids/data=!4m7!3m6!1s0x2e69f3fbc0909cf5:0x4b90be99c8a2ecec!8m2!3d-6.2235917!4d106.8254579!16s%2Fg%2F11bxgxwm8g!19sChIJ9ZyQwPvzaS4R7OyiyJm-kEs?authuser=0&hl=en&rclk=1,Or - Kids,4,5,Children's clothing store,"ITC Kuningan Lantai 4, Jl. Prof. DR. Satrio, RT.11/RW.4",Jakarta Selatan,8,2,10,Toko Baju
https://www.google.com/maps/place/Duta+Distro/data=!4m7!3m6!1s0x2e69f16ebb2d00a9:0x42c4acaa1e7ea701!8m2!3d-6.2448483!4d106.8004454!16s%2Fg%2F1ptzkcg79!19sChIJqQAtu27xaS4RAad-HqqsxEI?authuser=0&hl=en&rclk=1,Duta Distro,3.6,5,Men's clothing store,"Blok M Square Lantai 1 Blok A No 27, Jalan Melawai V, RT.3/RW.1",Jakarta Selatan,3,0,2,Toko Baju
https://www.google.com/maps/place/Sabar+Raya+Distro/data=!4m7!3m6!1s0x2e69f1ae59df9c85:0xdcd96973426bbf0d!8m2!3d-6.2387921!4d106.7525669!16s%2Fg%2F11fj3mm782!19sChIJhZzfWa7xaS4RDb9rQnNp2dw?authuser=0&hl=en&rclk=1,Sabar Raya Distro,5,4,Clothing store,"Jl. Sabar Raya No.4-29, RT.2/RW.4",Jakarta Selatan,2,0,6,Toko Baju
https://www.google.com/maps/place/Bronchitis+Chronis+Distro/data=!4m7!3m6!1s0x2e69f59960e10f11:0xdec79066f98483af!8m2!3d-6.203969!4d106.871388!16s%2Fg%2F11g0t8vytq!19sChIJEQ_hYJn1aS4Rr4OE-WaQx94?authuser=0&hl=en&rclk=1,Bronchitis Chronis Distro,5,4,Clothing store,"Jl. Kramat Asem No.10 Rt.09/05, RT.9/RW.5",Jakarta Selatan,0,1,14,Toko Baju
https://www.google.com/maps/place/ARCI+TOPI/data=!4m7!3m6!1s0x2e69f196a50c0071:0xfb7b8422ed97c95a!8m2!3d-6.2519158!4d106.7647693!16s%2Fg%2F11fktgjss2!19sChIJcQAMpZbxaS4RWsmX7SKEe_s?authuser=0&hl=en&rclk=1,ARCI TOPI,5,4,Clothing store,"Jl. Pancoran No.6, RT.7/RW.1",Jakarta Selatan,2,0,5,Toko Baju
https://www.google.com/maps/place/3D+KIDZ/data=!4m7!3m6!1s0x2e69f330115782a3:0xc933d4ba5c8c5bd!8m2!3d-6.2729603!4d106.8403499!16s%2Fg%2F11k5wkrr4q!19sChIJo4JXETDzaS4RvcXIpUs9kww?authuser=0&hl=en&rclk=1,3D KIDZ,5,4,Clothing store,"KB Town House, Jl. Warga I MA No.29, RT.5/RW.3",Jakarta Selatan,0,1,1,Toko Baju
https://www.google.com/maps/place/Dt25+formal+menswear/data=!4m7!3m6!1s0x2e69f16ea349c5ab:0xeee9327da709562e!8m2!3d-6.2459223!4d106.7966485!16s%2Fg%2F1ptxlt624!19sChIJq8VJo27xaS4RLlYJp30y6e4?authuser=0&hl=en&rclk=1,Dt25 formal menswear,5,4,Work clothes store,Jalan Melawai Raya V Blok m square Lantai 1 blok c no 51,Jakarta Selatan,5,6,4,Toko Baju
https://www.google.com/maps/place/Snapback/data=!4m7!3m6!1s0x2e69f1a5bdd3cdc1:0x173287a4a1fe9637!8m2!3d-6.2661779!4d106.7840808!16s%2Fg%2F11bwf75_3r!19sChIJwc3TvaXxaS4RN5b-oaSHMhc?authuser=0&hl=en&rclk=1,Snapback,4,4,Clothing store,"Pondok Indah Mall - South Skywalk Lantai 2 No. 210A, Jalan Metro Pondok Indah, Kebayoran Lama, RT.1/RW.16",Jakarta Selatan,10,1,1,Toko Baju
https://www.google.com/maps/place/5%2FDay+DISTRO/data=!4m7!3m6!1s0x2e69f39ac6b0c7d1:0x146bdf08034ffe0a!8m2!3d-6.2273373!4d106.8550564!16s%2Fg%2F11c1p5k8z4!19sChIJ0cewxprzaS4RCv5PAwjfaxQ?authuser=0&hl=en&rclk=1,5/Day DISTRO,4.7,3,Clothing store,"16c, Jl. Tebet Utara Dalam No.10, RT.10/RW.1",Jakarta Selatan,2,0,1,Toko Baju
https://www.google.com/maps/place/%27@Bloopendorse%27/data=!4m7!3m6!1s0x2e69f39aeb702ca1:0x28cf1dea68d37267!8m2!3d-6.228052!4d106.854853!16s%2Fg%2F11h0vtj13k!19sChIJoSxw65rzaS4RZ3LTaOodzyg?authuser=0&hl=en&rclk=1,@Bloopendorse,4.3,3,Clothing store,"Jl. Tebet Utara Dalam No.5, RT.3/RW.2",Jakarta Selatan,1,8,4,Toko Baju
https://www.google.com/maps/place/Saddam+Distro/data=!4m7!3m6!1s0x2e69f1b8d5137b7d:0x18ea16f770af0174!8m2!3d-6.243625!4d106.80127!16s%2Fg%2F1pzwl8gdv!19sChIJfXsT1bjxaS4RdAGvcPcW6hg?authuser=0&hl=en&rclk=1,Saddam Distro,5,3,Clothing store,"Blok M Mall, Jl. Sultan Hasanudin No.103, RT.3/RW.1",Jakarta Selatan,2,1,3,Toko Baju
https://www.google.com/maps/place/DISTRO+SLANK+BETAWI+BAGOES/data=!4m7!3m6!1s0x2e69f213214f9e1b:0x4eb19e0a32b405c9!8m2!3d-6.285314!4d106.8410152!16s%2Fg%2F1yg577_c3!19sChIJG55PIRPyaS4RyQW0MgqesU4?authuser=0&hl=en&rclk=1,DISTRO SLANK BETAWI BAGOES,5,3,Clothing store,"Ramayana (Pasar Minggu), Jl. Raya Ragunan No.113, RT.1/RW.2",Jakarta Selatan,3,0,2,Toko Baju
https://www.google.com/maps/place/Baju+Distro+Bandung+Dan+Alat%22+Tools+Tekiro/data=!4m7!3m6!1s0x2e69f20d1b65950f:0x7344e046966c01b9!8m2!3d-6.2905824!4d106.8393369!16s%2Fg%2F11c30s8k_6!19sChIJD5VlGw3yaS4RuQFslkbgRHM?authuser=0&hl=en&rclk=1,"Baju Distro Bandung Dan Alat"" Tools Tekiro",4,3,Clothing store,"Jalan D D 21C 13 6, RT.13/RW.6",Jakarta Selatan,0,3,4,Toko Baju
https://www.google.com/maps/place/Distro+Clothing+Co./data=!4m7!3m6!1s0x2e69f1ce23ac59bd:0x43fb8284f5bda2c7!8m2!3d-6.2899105!4d106.7782158!16s%2Fg%2F11b5vwd22k!19sChIJvVmsI87xaS4Rx6K99YSC-0M?authuser=0&hl=en&rclk=1,Distro Clothing Co.,4,2,Clothing store,"Poins Square, Jl. Lkr. Luar Sel. Blok B No.20, RT.9/RW.7",Jakarta Selatan,0,0,3,Toko Baju
https://www.google.com/maps/place/Toko+MIDI/data=!4m7!3m6!1s0x2e69f121ab3cb451:0xcd90b670c5519a3a!8m2!3d-6.237018!4d106.773669!16s%2Fg%2F11b80788bz!19sChIJUbQ8qyHxaS4ROppRxXC2kM0?authuser=0&hl=en&rclk=1,Toko MIDI,5,2,Clothing store,"Pasar blok AKS No.93, Jl. Cipulir II, RT.4/RW.4",Jakarta Selatan,1,1,3,Toko Baju
https://www.google.com/maps/place/JUAL+JAKET+DISTRO+%7C+Jaket+Wanita+Terbaru+%7C+Jaket+Pria/data=!4m7!3m6!1s0x2e69f1b98e1efafb:0x24ac259e287e7fe8!8m2!3d-6.263219!4d106.7629106!16s%2Fg%2F11r69g9m38!19sChIJ-_oejrnxaS4R6H9-KJ4lrCQ?authuser=0&hl=en&rclk=1,JUAL JAKET DISTRO | Jaket Wanita Terbaru | Jaket Pria,5,2,Clothing store,"Jl. Bintaro Permai II, RT.7/RW.9",Jakarta Selatan,0,1,7,Toko Baju
https://www.google.com/maps/place/Devi+Daffa/data=!4m7!3m6!1s0x2e69f12055555555:0xfcb2df98a23baa1c!8m2!3d-6.23682!4d106.773595!16s%2Fg%2F11c43p_12p!19sChIJVVVVVSDxaS4RHKo7opjfsvw?authuser=0&hl=en&rclk=1,Devi Daffa,5,2,Clothing store,"ITC Cipulir Lantai Dasar Blok B Nomor 33,Kebayoran Lama Jakarta Selatan, Jakarta Selatan, RT.9/RW.4",Jakarta Selatan,1,0,0,Toko Baju
https://www.google.com/maps/place/Kaos+Oblong+Murah/data=!4m7!3m6!1s0x2e69f16e9787b9b9:0x67a6e3ed7f4c61c6!8m2!3d-6.2447132!4d106.8006951!16s%2Fg%2F1yg6c_plm!19sChIJubmHl27xaS4RxmFMf-3jpmc?authuser=0&hl=en&rclk=1,Kaos Oblong Murah,5,2,T-shirt store,"Blok M Square Lantai Gound Floor, No. 5, Jl. Melawai 5, RT.3/RW.1",Jakarta Selatan,7,3,5,Toko Baju
https://www.google.com/maps/place/Naomi+Cloth/data=!4m7!3m6!1s0x2e69f390dffb6571:0xc70d1cfc1a55dd7f!8m2!3d-6.21674!4d106.845988!16s%2Fg%2F11r9dk2l3g!19sChIJcWX735DzaS4Rf91VGvwcDcc?authuser=0&hl=en&rclk=1,Naomi Cloth,5,2,T-shirt store,Jl. Sawo III No.46,Jakarta Selatan,2,11,9,Toko Baju
https://www.google.com/maps/place/Mens+clothing+rabel+%2F+raubel+distro/data=!4m7!3m6!1s0x2e69f1dd5c4a747f:0x9fafd0f0b1149f1e!8m2!3d-6.2296227!4d106.7720513!16s%2Fg%2F11tk3wyczn!19sChIJf3RKXN3xaS4RHp8UsfDQr58?authuser=0&hl=en&rclk=1,Mens clothing rabel / raubel distro,5,1,Clothing store,"QQCC+5R3, Jl. Cidodol Raya, RT.6/RW.6",Jakarta Selatan,2,1,11,Toko Baju
https://www.google.com/maps/place/My+Fashion/data=!4m7!3m6!1s0x2e69f16c8a95be67:0x90b70d9f60b63856!8m2!3d-6.2448705!4d106.7983995!16s%2Fg%2F11bc7t4b28!19sChIJZ76VimzxaS4RVji2YJ8Nt5A?authuser=0&hl=en&rclk=1,My Fashion,5,1,Boutique,"Jl. Sampit I No.I, RT.3/RW.6",Jakarta Selatan,9,6,7,Toko Baju
https://www.google.com/maps/place/ORDEBATAVIA+APPAREL/data=!4m7!3m6!1s0x2e69f17634e803a7:0x280bab3a286d4b6f!8m2!3d-6.2428247!4d106.7512708!16s%2Fg%2F11j0yg59bt!19sChIJpwPoNHbxaS4Rb0ttKDqrCyg?authuser=0&hl=en&rclk=1,ORDEBATAVIA APPAREL,5,1,Clothing store,"QQ42+VGC, RT.7/RW.2",Jakarta Selatan,5,8,10,Toko Baju
https://www.google.com/maps/place/Kaos+distro+tuton/data=!4m7!3m6!1s0x2e69f11fa416d38d:0x32270865f97cdeb0!8m2!3d-6.2815449!4d106.7811069!16s%2Fg%2F11fn338bz7!19sChIJjdMWpB_xaS4RsN58-WUIJzI?authuser=0&hl=en&rclk=1,Kaos distro tuton,5,1,T-shirt store,"Jl. Taman Duta II No.17, RT.5/RW.14",Jakarta Selatan,1,2,5,Toko Baju
https://www.google.com/maps/place/Toko+Suharyan+Collection/data=!4m7!3m6!1s0x2e69f3a4352e9a43:0x923946e4a815e608!8m2!3d-6.2497877!4d106.8249465!16s%2Fg%2F11kfr5d0md!19sChIJQ5ouNaTzaS4RCOYVqORGOZI?authuser=0&hl=en&rclk=1,Toko Suharyan Collection,5,1,Clothing store,"Jl. Pangadegan Selatan No.10, RT.7/RW.6",Jakarta Selatan,7,3,8,Toko Baju
https://www.google.com/maps/place/Distro+Kelontong/data=!4m7!3m6!1s0x2e69ede038aae9c1:0xe0c402d46f5b96ed!8m2!3d-6.318302!4d106.8190545!16s%2Fg%2F11hbn52p2j!19sChIJwemqOODtaS4R7ZZbb9QCxOA?authuser=0&hl=en&rclk=1,Distro Kelontong,5,1,Clothing store,"Jl. Pepaya Raya No.88A, RT.7/RW.5",Jakarta Selatan,2,0,4,Toko Baju
https://www.google.com/maps/place/RR+Distro/data=!4m7!3m6!1s0x2e69ed13676893f1:0x451ef691accaacce!8m2!3d-6.3190072!4d106.8250254!16s%2Fg%2F11f6y4sshq!19sChIJ8ZNoZxPtaS4RzqzKrJH2HkU?authuser=0&hl=en&rclk=1,RR Distro,5,1,Clothing store,"MRJG+92R, Jl. Kebagusan Raya, RT.14/RW.4",Jakarta Selatan,4,1,12,Toko Baju
https://www.google.com/maps/place/barcodsecond.store/data=!4m7!3m6!1s0x2e69f56253d3290d:0x19e7c1cf726b0cb4!8m2!3d-6.2100115!4d106.8419983!16s%2Fg%2F11kzln311n!19sChIJDSnTU2L1aS4RtAxrcs_B5xk?authuser=0&hl=en&rclk=1,barcodsecond.store,5,1,Used clothing store,"Jl. Menteng Wadas Timur No.12, RT.12/RW.1",Jakarta Selatan,1,7,6,Toko Baju
https://www.google.com/maps/place/C.O.F+Distro/data=!4m7!3m6!1s0x2e69f16954a98817:0x480743e29861eefc!8m2!3d-6.24359!4d106.8005!16s%2Fg%2F1pzpngs0z!19sChIJF4ipVGnxaS4R_O5hmOJDB0g?authuser=0&hl=en&rclk=1,C.O.F Distro,4,1,Men's clothing store,"FL. Basement, No. 30, BLK. M Mall, JL.Sultan Hasannudin, Melawai, 12160 Jakarta Selatan, Indonesia, RT.3/RW.1",Jakarta Selatan,4,1,3,Toko Baju
https://www.google.com/maps/place/Toga/data=!4m7!3m6!1s0x2e69f1733047227f:0x3d8ad84c30da3e37!8m2!3d-6.2484259!4d106.8010094!16s%2Fg%2F1tnxz1ls!19sChIJfyJHMHPxaS4RNz7aMEzYij0?authuser=0&hl=en&rclk=1,Toga,5,1,Clothing store,"Jl. Petogogan I No.5, RT.1/RW.3",Jakarta Selatan,11,1,2,Toko Baju
https://www.google.com/maps/place/Funtastic+Distro/data=!4m7!3m6!1s0x2e69ee088cb218fb:0x5426ef5e1b59e26!8m2!3d-6.3109122!4d106.8144503!16s%2Fg%2F1q5bkx_4d!19sChIJ-xiyjAjuaS4RJp614fVuQgU?authuser=0&hl=en&rclk=1,Funtastic Distro,4,1,Men's clothing store,"MRQ7+JQP, Jl. Margasatwa, RT.6/RW.6",Jakarta Selatan,0,0,5,Toko Baju
https://www.google.com/maps/place/RR+Distro/data=!4m7!3m6!1s0x2e69ee30166164d1:0x676033e55b17de27!8m2!3d-6.311632!4d106.781138!16s%2Fg%2F11c6ddfm3x!19sChIJ0WRhFjDuaS4RJ94XW-UzYGc?authuser=0&hl=en&rclk=1,RR Distro,5,1,Clothing store,"MQQJ+8FR, Jalan Raya Karang Tengah Lebak Bulus, Cilandak, RT.2/RW.3",Jakarta Selatan,4,1,12,Toko Baju
https://www.google.com/maps/place/Kwang+Koan+Kopi+JOHNY/data=!4m7!3m6!1s0x2e69f528e2fa6c29:0xce73acaa0432181e!8m2!3d-6.1705764!4d106.9032354!16s%2Fg%2F11cjp9k1j5!19sChIJKWz64ij1aS4RHhgyBKqsc84?authuser=0&hl=en&rclk=1,Kwang Koan Kopi JOHNY,4.5,3246,Coffee shop,"Jl. Raya Klp. Kopyor No.1, RT.16/RW.19",Jakarta Utara,2,5,7,Toko Kopi
https://www.google.com/maps/place/First+Crack+Coffee/data=!4m7!3m6!1s0x2e69f56b002d220d:0x73dffc58d18f5f45!8m2!3d-6.1516323!4d106.8858778!16s%2Fg%2F11fy4bkwvt!19sChIJDSItAGv1aS4RRV-P0Vj833M?authuser=0&hl=en&rclk=1,First Crack Coffee,4.7,2084,Cafe,"Altira Business Park B12-15 Jl. Yos Sudarso Kav 85 Sunter, RT.9/RW.11",Jakarta Utara,4,3,8,Toko Kopi
https://www.google.com/maps/place/Starbucks+Mall+of+Indonesia/data=!4m7!3m6!1s0x2e69f540e2f8309b:0xec2dce8f2b7bc802!8m2!3d-6.1510942!4d106.8919339!16s%2Fg%2F1ptwyz_q7!19sChIJmzD44kD1aS4RAsh7K4_OLew?authuser=0&hl=en&rclk=1,Starbucks Mall of Indonesia,4.5,1611,Coffee shop,"Jl. Boulevard Bar. Raya, RT.18/RW.8",Jakarta Utara,2,0,3,Toko Kopi
https://www.google.com/maps/place/Hang+Tuah+-+Sumagung/data=!4m7!3m6!1s0x2e69f528a76ce67f:0x88b91e518464655e!8m2!3d-6.169747!4d106.9007408!16s%2Fg%2F11bzt33wb8!19sChIJf-Zspyj1aS4RXmVkhFEeuYg?authuser=0&hl=en&rclk=1,Hang Tuah - Sumagung,4.4,833,Cafe,"Jl. Sumagung 3 No.5, RT.14/RW.2",Jakarta Utara,1,5,6,Toko Kopi
https://www.google.com/maps/place/Krossroadz/data=!4m7!3m6!1s0x2e69f5491f84c1ad:0xf0adc28abcb250e6!8m2!3d-6.1496086!4d106.9034653!16s%2Fg%2F11cn9fgj31!19sChIJrcGEH0n1aS4R5lCyvIrCrfA?authuser=0&hl=en&rclk=1,Krossroadz,4.4,731,Coffee shop,"Mahaka Square, JL. Raya Kelapa Nias HF 3, Ruko Blok B No 11, Kelapa Gading, RT.8/RW.6",Jakarta Utara,5,4,0,Toko Kopi
https://www.google.com/maps/place/Coffee+Tree/data=!4m7!3m6!1s0x2e69f5431c8eb545:0x866f4b2d221a09bb!8m2!3d-6.1522937!4d106.8926302!16s%2Fg%2F1tdsmpn8!19sChIJRbWOHEP1aS4RuwkaIi1Lb4Y?authuser=0&hl=en&rclk=1,Coffee Tree,4.5,663,Coffee shop,"Kompleks Mall of Indonesia, Ruko Italian Walk Blok C #38 A-B, Jl. Raya Boulevard Barat, RT.18/RW.8, Kelapa Gading Barat, RT.18/RW.8",Jakarta Utara,3,2,8,Toko Kopi
