ID,url,nama toko,deskripsi,Penjual,Harga,Luas Tanah,Luas Bangunan,alamat,kota
240,https://www.google.com/maps/place/Soto+Tauto+Pekalongan+Bang+Mol/data=!4m7!3m6!1s0x2e69f5a73a4674c3:0x1867bc5b563101c9!8m2!3d-6.2150218!4d106.8234856!16s%2Fg%2F11jksm_rqb!19sChIJw3RGOqf1aS4RyQExVlu8Zxg?authuser=0&hl=en&rclk=1,Soto Tauto Pekalongan Bang Mol,asdas,budi,952362,66,187,"9, Jl. Flamboyan No.14, RT.9/RW.3",Jakarta Selatan
241,https://www.google.com/maps/place/Warteg+Asli/data=!4m7!3m6!1s0x2e69edff05110635:0x996d3967677e75c!8m2!3d-6.3012311!4d106.8213962!16s%2Fg%2F1hm1tvl8d!19sChIJNQYRBf_taS4RXOd3dpbTlgk?authuser=0&hl=en&rclk=1,Warteg Asli,asdas,budi,7848240,38,22,"Jl. Harsono RM No.4, RT.4/RW.7",Jakarta Selatan
242,https://www.google.com/maps/place/warung+ayla+rr/data=!4m7!3m6!1s0x2e69f5c5233f22df:0x4369613ca6ee4028!8m2!3d-6.2131533!4d106.8223348!16s%2Fg%2F11ghny5jz6!19sChIJ3yI_I8X1aS4RKEDupjxhaUM?authuser=0&hl=en&rclk=1,warung ayla rr,asdas,budi,2271800,34,165,"Jl. Sumbangsih No.50, RT.12/RW.1",Jakarta Selatan
243,https://www.google.com/maps/place/Warung+Jambu+Mak+Was/data=!4m7!3m6!1s0x2e69f4042680d51f:0xe5d357a93d517204!8m2!3d-6.2118754!4d106.8257764!16s%2Fg%2F11fx_bfspr!19sChIJH9WAJgT0aS4RBHJRPalX0-U?authuser=0&hl=en&rclk=1,Warung Jambu Mak Was,asdas,budi,8953842,51,99,"Jl. Karet Karya VII No.17, RT.4/RW.7",Jakarta Selatan
244,https://www.google.com/maps/place/Warung+Soto+Betawi/data=!4m7!3m6!1s0x2e69f18383f146db:0x7c07fe050719eda0!8m2!3d-6.2634303!4d106.809336!16s%2Fg%2F11gf9bmhx9!19sChIJ20bxg4PxaS4RoO0ZBwX-B3w?authuser=0&hl=en&rclk=1,Warung Soto Betawi,asdas,budi,4366547,90,93,"Jl. KH, Jakarta Selatan, Jl. Kyai H. Moh. Naim III A No.36, RT.6/RW.9",Jakarta Selatan
245,https://www.google.com/maps/place/Warung+Tegal/data=!4m7!3m6!1s0x2e69f215bfd7f6db:0xd9bd13ebcf4ffda4!8m2!3d-6.2794638!4d106.8375041!16s%2Fg%2F11gfdzhp_8!19sChIJ2_bXvxXyaS4RpP1Pz-sTvdk?authuser=0&hl=en&rclk=1,Warung Tegal,asdas,budi,4501115,20,113,"PRCQ+626, RT.8/RW.10",Jakarta Selatan
246,https://www.google.com/maps/place/Warung+Lamongan/data=!4m7!3m6!1s0x2e69f40746befc53:0x8397bcc02b2bb080!8m2!3d-6.2163043!4d106.8248203!16s%2Fg%2F11clhrvmd3!19sChIJU_y-Rgf0aS4RgLArK8C8l4M?authuser=0&hl=en&rclk=1,Warung Lamongan,asdas,budi,748686,21,156,"Raya No. Setiabudi, Jl. Karet Belakang Barat No.21, RT.1/RW.2",Jakarta Selatan
247,https://www.google.com/maps/place/Warung+Tegal+Hijau/data=!4m7!3m6!1s0x2e69f40137668ef1:0x15768f028802ad47!8m2!3d-6.2138402!4d106.8230322!16s%2Fg%2F11g9d3nt6w!19sChIJ8Y5mNwH0aS4RR60CiAKPdhU?authuser=0&hl=en&rclk=1,Warung Tegal Hijau,asdas,budi,7050795,49,43,"Jl. Sumbangsih V No.22-25, RT.8/RW.2",Jakarta Selatan
248,https://www.google.com/maps/place/Warung+Seafood+Jempol+%28Ibu+Jamilah%29/data=!4m7!3m6!1s0x2e69f5519b825455:0x9f350471eebd907d!8m2!3d-6.2138619!4d106.8263248!16s%2Fg%2F11ghftlp59!19sChIJVVSCm1H1aS4RfZC97nEENZ8?authuser=0&hl=en&rclk=1,Warung Seafood Jempol (Ibu Jamilah),asdas,budi,4053551,82,133,"Jl. Karet Belakang Barat No.20B, RT.4/RW.4",Jakarta Selatan
249,https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e69f535cfc16bb7:0x91c6e8cc394dd497!8m2!3d-6.212525!4d106.8257325!16s%2Fg%2F11j4pm8508!19sChIJt2vBzzX1aS4Rl9RNOczoxpE?authuser=0&hl=en&rclk=1,Warteg Kharisma Bahari,asdas,budi,4983056,28,175,"Jl. BB No.20/11, RT.6/RW.5",Jakarta Selatan
250,https://www.google.com/maps/place/Warteg+Bahari/data=!4m7!3m6!1s0x2e69f52150044d0b:0x69cb1d0bdaedc2a0!8m2!3d-6.2092213!4d106.8269274!16s%2Fg%2F11c2pf27cl!19sChIJC00EUCH1aS4RoMLt2gsdy2k?authuser=0&hl=en&rclk=1,Warteg Bahari,asdas,budi,3833154,31,105,"Jalan Setia Budi Tengah No. 07, RT.1/RW.1, Setia Budi, Kecamatan Setiabudi, RT.1/RW.1",Jakarta Selatan
251,https://www.google.com/maps/place/Warung+Interjunet/data=!4m7!3m6!1s0x2e69f400b822d347:0xf4160f357aec744e!8m2!3d-6.2161391!4d106.8229541!16s%2Fg%2F11gbsbcbwr!19sChIJR9MiuAD0aS4RTnTsejUPFvQ?authuser=0&hl=en&rclk=1,Warung Interjunet,asdas,budi,6683160,90,197,"QRMF+G5W, Jl. Karet Belakang Barat, RT.9",Jakarta Selatan
252,https://www.google.com/maps/place/Warung+Nasi+Ibu+Anita/data=!4m7!3m6!1s0x2e69f1851ed6648d:0xb69b71ab61d29b50!8m2!3d-6.2661854!4d106.8078896!16s%2Fg%2F11g8_32c0f!19sChIJjWTWHoXxaS4RUJvSYatxm7Y?authuser=0&hl=en&rclk=1,Warung Nasi Ibu Anita,asdas,budi,7698901,58,59,"Gg. H. Ali No.7, RW.2",Jakarta Selatan
253,https://www.google.com/maps/place/Warteg+Ibu+Lilis/data=!4m7!3m6!1s0x2e69f139df1b74ad:0x87169b5fc6d9a0a8!8m2!3d-6.2597541!4d106.8071358!16s%2Fg%2F11fjtm7ynp!19sChIJrXQb3znxaS4RqKDZxl-bFoc?authuser=0&hl=en&rclk=1,Warteg Ibu Lilis,asdas,budi,574315,68,31,"Jl. Putih Melati No.11, RT.11/RW.3",Jakarta Selatan
254,https://www.google.com/maps/place/Warung+Burjo+Kang+Arul/data=!4m7!3m6!1s0x2e69f5c75cc695cb:0x17f6db80a226c7de!8m2!3d-6.2081969!4d106.8323831!16s%2Fg%2F11j6v9mfdb!19sChIJy5XGXMf1aS4R3scmooDb9hc?authuser=0&hl=en&rclk=1,Warung Burjo Kang Arul,asdas,budi,5099996,52,85,"Jl. Halimun Raya No.1-4, RT.8/RW.2",Jakarta Selatan
255,https://www.google.com/maps/place/Kedai+Azka/data=!4m7!3m6!1s0x2e69f544da8d4f89:0xc7c01352753d0f65!8m2!3d-6.213873!4d106.8251499!16s%2Fg%2F11hz1sdq54!19sChIJiU-N2kT1aS4RZQ89dVITwMc?authuser=0&hl=en&rclk=1,Kedai Azka,asdas,budi,6729514,43,126,"Jl. Perintis Komp. 2 No.20, RT.13/RW.2",Jakarta Selatan
256,https://www.google.com/maps/place/Warung+Jawa+Timur/data=!4m7!3m6!1s0x2e69f406e2186ca7:0x7a777fb3a3f0c8f5!8m2!3d-6.2146337!4d106.825602!16s%2Fg%2F11bbr9hhsk!19sChIJp2wY4gb0aS4R9cjwo7N_d3o?authuser=0&hl=en&rclk=1,Warung Jawa Timur,asdas,budi,4669018,64,89,"Jl. Karet Belakang Barat No.12, RT.12/RW.2",Jakarta Selatan
257,https://www.google.com/maps/place/Warung+nasi+mbah+uti/data=!4m7!3m6!1s0x2e69f55f9623319b:0x545198294a36236a!8m2!3d-6.2173231!4d106.8256932!16s%2Fg%2F11s0t202lq!19sChIJmzEjll_1aS4RaiM2SimYUVQ?authuser=0&hl=en&rclk=1,Warung nasi mbah uti,asdas,budi,2403073,38,27,"Gg. Anggrek 5 No.10, RT.8/RW.2",Jakarta Selatan
258,https://www.google.com/maps/place/Warung+Nasi+Ibu+Muth/data=!4m7!3m6!1s0x2e69f406f6441143:0xa026da0fb14778ac!8m2!3d-6.2138015!4d106.826568!16s%2Fg%2F1yg93kq8q!19sChIJQxFE9gb0aS4RrHhHsQ_aJqA?authuser=0&hl=en&rclk=1,Warung Nasi Ibu Muth,asdas,budi,2746695,73,72,"Jl. Karbela Timur No.4, RT.4/RW.4",Jakarta Selatan
259,https://www.google.com/maps/place/Warung+Sate+99+Pak+Edi/data=!4m7!3m6!1s0x2e69f3f867094057:0xeedc0c61f495aade!8m2!3d-6.2184076!4d106.8268438!16s%2Fg%2F11c48rq1mt!19sChIJV0AJZ_jzaS4R3qqV9GEM3O4?authuser=0&hl=en&rclk=1,Warung Sate 99 Pak Edi,asdas,budi,3443969,78,107,"Jl. Sawo No.24 16, RT.16/RW.7",Jakarta Selatan
260,https://www.google.com/maps/place/BK+Warung+Setiabudi/data=!4m7!3m6!1s0x2e69f538e63c8a07:0x1caa773c451767cd!8m2!3d-6.213387!4d106.8290127!16s%2Fg%2F11h33bkcg0!19sChIJB4o85jj1aS4RzWcXRTx3qhw?authuser=0&hl=en&rclk=1,BK Warung Setiabudi,asdas,budi,9641353,43,135,"Jl. RS Mata Aini, RT.5/RW.5",Jakarta Selatan
261,https://www.google.com/maps/place/Warteg+Baru/data=!4m7!3m6!1s0x2e69f246ffffff89:0x8eadb79d9fd55540!8m2!3d-6.2686523!4d106.8460186!16s%2Fg%2F11bttmm2xy!19sChIJif___0byaS4RQFXVn523rY4?authuser=0&hl=en&rclk=1,Warteg Baru,asdas,budi,5011653,59,137,"Jalan Warung Buncit Raya No 7 (Dekat Halte Busway Jatipadang), RT.6/RW.1",Jakarta Selatan
262,https://www.google.com/maps/place/Warung+shisha+%28warsih%29/data=!4m7!3m6!1s0x2e69f1a42fe10b41:0x4d45610c275cab42!8m2!3d-6.2665961!4d106.8126015!16s%2Fg%2F11nymrdrw2!19sChIJQQvhL6TxaS4RQqtcJwxhRU0?authuser=0&hl=en&rclk=1,Warung shisha (warsih),asdas,budi,2356665,95,135,"5, Jl. Pelita No.250, RW.7",Jakarta Selatan
263,https://www.google.com/maps/place/Warung+makan+bude+iyah/data=!4m7!3m6!1s0x2e69f53e30d9595d:0xd2d56dc756dfb487!8m2!3d-6.216014!4d106.8256114!16s%2Fg%2F11gjm9pjty!19sChIJXVnZMD71aS4Rh7TfVsdt1dI?authuser=0&hl=en&rclk=1,Warung makan bude iyah,asdas,budi,6666954,22,59,"Jl karet belakang barat no2D Rt01/Rw04, RT.10",Jakarta Selatan
264,https://www.google.com/maps/place/Warung+Mie+Ayam+%22Miekada%22/data=!4m7!3m6!1s0x2e69f5f37c2b3363:0xb6a1adc995964569!8m2!3d-6.2132!4d106.8279313!16s%2Fg%2F11h3dz93r6!19sChIJYzMrfPP1aS4RaUWWlcmtobY?authuser=0&hl=en&rclk=1,"Warung Mie Ayam ""Miekada""",asdas,budi,681313,12,186,"Jl. Karet Karya No.RT 5, RT.5/RW.5",Jakarta Selatan
265,https://www.google.com/maps/place/Warung+Tisaga+Barokah/data=!4m7!3m6!1s0x2e69f407f6503e43:0x3831d915dd69f39c!8m2!3d-6.2165674!4d106.8276207!16s%2Fg%2F1ptz2ph8k!19sChIJQz5Q9gf0aS4RnPNp3RXZMTg?authuser=0&hl=en&rclk=1,Warung Tisaga Barokah,asdas,budi,1634552,10,80,"Jl. Anggrek 3 No.21, RT.19/RW.7",Jakarta Selatan
266,https://www.google.com/maps/place/Warung+Nasi+SEDERHANA+Mas+Pri/data=!4m7!3m6!1s0x2e69f4064fb67b63:0x421e2a099f93eacb!8m2!3d-6.2141211!4d106.8275694!16s%2Fg%2F11cm0p0rnk!19sChIJY3u2Twb0aS4Ry-qTnwkqHkI?authuser=0&hl=en&rclk=1,Warung Nasi SEDERHANA Mas Pri,asdas,budi,5310682,82,69,"Jl. Karbela Timur No.36, RT.5/RW.5",Jakarta Selatan
267,https://www.google.com/maps/place/Warung+Buntil/data=!4m7!3m6!1s0x2e69f501eae8eb4b:0x97d1108a080f8f79!8m2!3d-6.2155097!4d106.825725!16s%2Fg%2F11gjs863pk!19sChIJS-vo6gH1aS4ReY8PCIoQ0Zc?authuser=0&hl=en&rclk=1,Warung Buntil,asdas,budi,4799922,32,46,"Pasar Mencos / Karbela , lantai 2 no. 67, Jl. Karbela Barat No.2, RT.11/RW.4",Jakarta Selatan
268,https://www.google.com/maps/place/Warteg+Mamoka+Bahari/data=!4m7!3m6!1s0x2e69f40449c4e35b:0x59e4c9cc1f68d05d!8m2!3d-6.2107458!4d106.826101!16s%2Fg%2F11mhh1sw6t!19sChIJW-PESQT0aS4RXdBoH8zJ5Fk?authuser=0&hl=en&rclk=1,Warteg Mamoka Bahari,asdas,budi,1675815,42,72,"Jl. Karet Karya 1 No.1, RT.3/RW.6",Jakarta Selatan
269,https://www.google.com/maps/place/Warung+nyonya+tua+%26+frozen+food/data=!4m7!3m6!1s0x2e69f56e52198337:0xe84a96bf9315409b!8m2!3d-6.2134278!4d106.8244528!16s%2Fg%2F11fqbxvqwf!19sChIJN4MZUm71aS4Rm0AVk7-WSug?authuser=0&hl=en&rclk=1,Warung nyonya tua & frozen food,asdas,budi,2102003,12,26,"Jl. Teladan No.17, RT.20/RW.2",Jakarta Selatan
270,https://www.google.com/maps/place/Warung/data=!4m7!3m6!1s0x2e69f1af699b34cf:0x36ad9a8d3a4547ab!8m2!3d-6.2712854!4d106.7752614!16s%2Fg%2F11fp4q96j9!19sChIJzzSbaa_xaS4Rq0dFOo2arTY?authuser=0&hl=en&rclk=1,Warung,asdas,budi,9520761,52,59,"PQHG+F4J, Jl. Tanah Ara, RT.8/RW.12",Jakarta Selatan
271,https://www.google.com/maps/place/Warteg+Aw/data=!4m7!3m6!1s0x2e69f1519cc77ba7:0xa447792d228d8561!8m2!3d-6.284375!4d106.8064783!16s%2Fg%2F11jqfmkr_k!19sChIJp3vHnFHxaS4RYYWNIi15R6Q?authuser=0&hl=en&rclk=1,Warteg Aw,asdas,budi,8940820,66,80,"12, Jl. M.P.R. III Dalam No.Dalam, RT.2/RW.13",Jakarta Selatan
272,https://www.google.com/maps/place/WARTEG+MAMPANG/data=!4m7!3m6!1s0x2e69f34d705f1715:0x9af5d865f441ed44!8m2!3d-6.2481457!4d106.8276962!16s%2Fg%2F11j8kbjqv_!19sChIJFRdfcE3zaS4RRO1B9GXY9Zo?authuser=0&hl=en&rclk=1,WARTEG MAMPANG,asdas,budi,1736321,41,183,"Jl. Mampang Prapatan VIII No.14, RT.1/RW.2",Jakarta Selatan
273,https://www.google.com/maps/place/Warung+Awwal/data=!4m7!3m6!1s0x2e69f4012fe80e21:0xbb46ef4dcc05c169!8m2!3d-6.2141732!4d106.8230882!16s%2Fg%2F11nstpkk7m!19sChIJIQ7oLwH0aS4RacEFzE3vRrs?authuser=0&hl=en&rclk=1,Warung Awwal,asdas,budi,4838954,97,190,"Jl. Perintis No.3A, RT.8/RW.2",Jakarta Selatan
274,https://www.google.com/maps/place/Warung+Jeng+Kiky/data=!4m7!3m6!1s0x2e69f33f134a31eb:0x6d8b56dcad6a1acc!8m2!3d-6.2195434!4d106.8259602!16s%2Fg%2F11gv0xbb2v!19sChIJ6zFKEz_zaS4RzBpqrdxWi20?authuser=0&hl=en&rclk=1,Warung Jeng Kiky,asdas,budi,1118950,16,64,"Jalan Haji Somad Gang Doel No.46 RT.9/RW.7, Kuningan, RT.9/RW.7",Jakarta Selatan
275,https://www.google.com/maps/place/Warung+Nasi+Pohon+Jambu+Mak+Was/data=!4m7!3m6!1s0x2e69f5445115c25b:0x6254c9c671f41fba!8m2!3d-6.2109172!4d106.8267951!16s%2Fg%2F11fj3jrzqf!19sChIJW8IVUUT1aS4Ruh_0ccbJVGI?authuser=0&hl=en&rclk=1,Warung Nasi Pohon Jambu Mak Was,asdas,budi,4230759,69,86,"Jl. Karet Karya 1 No.12, RT.7/RW.7",Jakarta Selatan
276,https://www.google.com/maps/place/Warung/data=!4m7!3m6!1s0x2e69f3b7a9276e0b:0x23336fd5ca7d3496!8m2!3d-6.2458615!4d106.8228747!16s%2Fg%2F11n_zgq2lj!19sChIJC24nqbfzaS4RljR9ytVvMyM?authuser=0&hl=en&rclk=1,Warung,asdas,budi,3806833,29,20,"Gg. Yahya No.24, RW.3",Jakarta Selatan
277,https://www.google.com/maps/place/Warung+Nazwa/data=!4m7!3m6!1s0x2e69f3ba5614a65b:0x75d51e7ebfb2069d!8m2!3d-6.2438123!4d106.8329383!16s%2Fg%2F11nnqh__32!19sChIJW6YUVrrzaS4RnQayv34e1XU?authuser=0&hl=en&rclk=1,Warung Nazwa,asdas,budi,2270169,80,76,"Jln. Tegal parang utara IV gang C rt01/04. No. 34, RT.8/RW.4",Jakarta Selatan
278,https://www.google.com/maps/place/Warung+Mpok+yanny/data=!4m7!3m6!1s0x2e69f1d8758dda81:0x3b92ab5353873dac!8m2!3d-6.2652815!4d106.8043718!16s%2Fg%2F11g_t6nwl3!19sChIJgdqNddjxaS4RrD2HU1Orkjs?authuser=0&hl=en&rclk=1,Warung Mpok yanny,asdas,budi,7200363,88,90,"15, Jl. H. Jian No.16, RW.7",Jakarta Selatan
279,https://www.google.com/maps/place/Warung+El+Nayyah/data=!4m7!3m6!1s0x2e69f19c25ab7a7d:0x9e74f7886b8a0e0f!8m2!3d-6.2611316!4d106.8135935!16s%2Fg%2F11t9wqz8d_!19sChIJfXqrJZzxaS4RDw6Ka4j3dJ4?authuser=0&hl=en&rclk=1,Warung El Nayyah,asdas,budi,6276201,77,140,"Jl. Kemang IE No.12, RW.5",Jakarta Selatan
280,https://www.google.com/maps/place/Warung+Nasi/data=!4m7!3m6!1s0x2e69f406b99c8013:0x223042c14389d09a!8m2!3d-6.2131723!4d106.8246365!16s%2Fg%2F11c1xh2_b2!19sChIJE4CcuQb0aS4RmtCJQ8FCMCI?authuser=0&hl=en&rclk=1,Warung Nasi,asdas,budi,3254076,56,45,"Jl. Teladan No.13, RT.17/RW.2",Jakarta Selatan
281,https://www.google.com/maps/place/Warung+Nasi+Cirebon/data=!4m7!3m6!1s0x2e69f3f85d58558d:0x30a71fe8bc753e69!8m2!3d-6.2184705!4d106.8273673!16s%2Fg%2F11c57cmt4h!19sChIJjVVYXfjzaS4RaT51vOgfpzA?authuser=0&hl=en&rclk=1,Warung Nasi Cirebon,asdas,budi,8795598,62,59,"Jl. H. Ilyas No.20, RT.15/RW.7",Jakarta Selatan
282,https://www.google.com/maps/place/Warung+Indomie+Bunda+Nung/data=!4m7!3m6!1s0x2e69f3aefdcbfc11:0x25c7af9d33b64d7d!8m2!3d-6.2177419!4d106.8248001!16s%2Fg%2F11jh7tq7jj!19sChIJEfzL_a7zaS4RfU22M52vxyU?authuser=0&hl=en&rclk=1,Warung Indomie Bunda Nung,asdas,budi,9457474,76,128,"Jl. Anggrek I No.39, RT.5/RW.2",Jakarta Selatan
283,https://www.google.com/maps/place/Warteg+Mekar+Jaya/data=!4m7!3m6!1s0x2e69f406e221f333:0xa92c506dc44d8808!8m2!3d-6.2146276!4d106.8256041!16s%2Fg%2F11bzrgp1r0!19sChIJM_Mh4gb0aS4RCIhNxG1QLKk?authuser=0&hl=en&rclk=1,Warteg Mekar Jaya,asdas,budi,7019772,34,115,"Jl. Karet Belakang Barat No.12, RW.2",Jakarta Selatan
284,https://www.google.com/maps/place/WARTEG+88/data=!4m7!3m6!1s0x2e69f5da325f3463:0xba19ef9fab346012!8m2!3d-6.2111303!4d106.8400312!16s%2Fg%2F11rssfb355!19sChIJYzRfMtr1aS4REmA0q5_vGbo?authuser=0&hl=en&rclk=1,WARTEG 88,asdas,budi,7764110,97,52,"15, Jl. Menteng Bata No.16, RT.15/RW.7",Jakarta Selatan
285,https://www.google.com/maps/place/Warung+elloey/data=!4m7!3m6!1s0x2e69f407b717035d:0x56c1a36bc1fe8826!8m2!3d-6.2142376!4d106.8270587!16s%2Fg%2F11n_vbkf0n!19sChIJXQMXtwf0aS4RJoj-wWujwVY?authuser=0&hl=en&rclk=1,Warung elloey,asdas,budi,6492769,54,77,"Jl. Karbela Timur No.29, RT.9/RW.4",Jakarta Selatan
286,https://www.google.com/maps/place/Warung+Daun+Jeruk/data=!4m7!3m6!1s0x2e69f1755b0e4ae9:0xcf5377520cdc8a47!8m2!3d-6.2559227!4d106.816059!16s%2Fg%2F11h8z368_f!19sChIJ6UoOW3XxaS4RR4rcDFJ3U88?authuser=0&hl=en&rclk=1,Warung Daun Jeruk,asdas,budi,7276680,29,31,"PRV8+JCM, RT.6/RW.1",Jakarta Selatan
287,https://www.google.com/maps/place/WARUNGNYA/data=!4m7!3m6!1s0x2e69f1801d77f9fd:0x8658e714a1a8e937!8m2!3d-6.2513163!4d106.8132522!16s%2Fg%2F11jcj6f_rv!19sChIJ_fl3HYDxaS4RN-mooRTnWIY?authuser=0&hl=en&rclk=1,WARUNGNYA,asdas,budi,8107315,32,25,"Gg. Ampera No.033, RT.6/RW.7",Jakarta Selatan
288,https://www.google.com/maps/place/Warteg+Baru/data=!4m7!3m6!1s0x2e69f3cf45dbf211:0x186578f07c693c2e!8m2!3d-6.2485427!4d106.8346879!16s%2Fg%2F11f656c7pb!19sChIJEfLbRc_zaS4RLjxpfPB4ZRg?authuser=0&hl=en&rclk=1,Warteg Baru,asdas,budi,7165080,58,59,"Jl. Pancoran Barat VIII No.7, RW.4",Jakarta Selatan
289,https://www.google.com/maps/place/Warung+MOBIL+Bawah+Pohon+Kemang+Village/data=!4m7!3m6!1s0x2e69f1e0f585a88b:0x2c39b7b584744863!8m2!3d-6.2577927!4d106.8102787!16s%2Fg%2F11q1v4wh2c!19sChIJi6iF9eDxaS4RY0h0hLW3OSw?authuser=0&hl=en&rclk=1,Warung MOBIL Bawah Pohon Kemang Village,asdas,budi,8728567,72,119,"Jl. Taman Kemang No.14, RT.14/RW.1",Jakarta Selatan
290,https://www.google.com/maps/place/Warung+Nasi/data=!4m7!3m6!1s0x2e69f17f5eed4523:0x344719b17fbf498b!8m2!3d-6.258341!4d106.8131886!16s%2Fg%2F11f50sqfv6!19sChIJI0XtXn_xaS4Ri0m_f7EZRzQ?authuser=0&hl=en&rclk=1,Warung Nasi,asdas,budi,9455036,92,178,"Jl. Kemang Raya No.1B, RT.10/RW.5",Jakarta Selatan
291,https://www.google.com/maps/place/Bukber/data=!4m7!3m6!1s0x2e69f3f99874c1fb:0xb73a809ddffe0146!8m2!3d-6.220683!4d106.825817!16s%2Fg%2F11h6g5439q!19sChIJ-8F0mPnzaS4RRgH-352AOrc?authuser=0&hl=en&rclk=1,Bukber,asdas,budi,1375888,10,196,"Jl. Pedurenan Mesjid Raya No.3, RT.2/RW.7",Jakarta Selatan
292,https://www.google.com/maps/place/Warung+Sundanese/data=!4m7!3m6!1s0x2e69f5f9fcb05737:0xf83bb741d645ab4!8m2!3d-6.2130686!4d106.8252839!16s%2Fg%2F11m7w_bym5!19sChIJN1ew_Pn1aS4RtFpkHXS7gw8?authuser=0&hl=en&rclk=1,Warung Sundanese,asdas,budi,4554929,25,101,"Jl. Perintis No.16, RT.9/RW.2",Jakarta Selatan
293,https://www.google.com/maps/place/Warung+Nasi+Solidaritas+Merah+Putih/data=!4m7!3m6!1s0x2e69f501b6a18f85:0xac4b642ed10e9b74!8m2!3d-6.2105509!4d106.8277697!16s%2Fg%2F11pf5ssym_!19sChIJhY-htgH1aS4RdJsO0S5kS6w?authuser=0&hl=en&rclk=1,Warung Nasi Solidaritas Merah Putih,asdas,budi,8085504,29,52,Jl. Taman Setia Budi Tim. No.2,Jakarta Selatan
294,https://www.google.com/maps/place/Warung+Sate+%26+Soto+Bogor+Ableh/data=!4m7!3m6!1s0x2e69f51b2d0812ab:0xa47284d363a0a26d!8m2!3d-6.216259!4d106.8233144!16s%2Fg%2F11hzc6m3gm!19sChIJqxIILRv1aS4RbaKgY9OEcqQ?authuser=0&hl=en&rclk=1,Warung Sate & Soto Bogor Ableh,asdas,budi,2279640,88,94,"Jl. Karet Belakang Barat No.11, RT.6/RW.1",Jakarta Selatan
295,https://www.google.com/maps/place/WARUNG+BEBEK+MOJOK+SAMBEL+SEUHAH/data=!4m7!3m6!1s0x2e69f5aee421865f:0x8d233f3e4e659d02!8m2!3d-6.21303!4d106.82565!16s%2Fg%2F11q2tgcs9t!19sChIJX4Yh5K71aS4RAp1lTj4_I40?authuser=0&hl=en&rclk=1,WARUNG BEBEK MOJOK SAMBEL SEUHAH,asdas,budi,8775584,43,144,"Jl. Perintis No.10, RW.2",Jakarta Selatan
296,https://www.google.com/maps/place/Warung+Nasi+Farrah/data=!4m7!3m6!1s0x2e69f406b99ef743:0x262e2341c5facb69!8m2!3d-6.2131869!4d106.8246381!16s%2Fg%2F11h98hr39y!19sChIJQ_eeuQb0aS4Racv6xUEjLiY?authuser=0&hl=en&rclk=1,Warung Nasi Farrah,asdas,budi,1856673,84,97,"Jl. Teladan No.7, RT.17/RW.2",Jakarta Selatan
297,https://www.google.com/maps/place/warung+lejar/data=!4m7!3m6!1s0x2e69f52f7e952c35:0x667b12838ef05a09!8m2!3d-6.2168012!4d106.8252081!16s%2Fg%2F11q24vlltn!19sChIJNSyVfi_1aS4RCVrwjoMSe2Y?authuser=0&hl=en&rclk=1,warung lejar,asdas,budi,5422094,55,112,"Jl. Anggrek II No.1 RT.009 RW.2, Kuningan, RT.9/RW.2",Jakarta Selatan
298,https://www.google.com/maps/place/Warteg+Saudara/data=!4m7!3m6!1s0x2e69f40af82f1909:0x106f2376fac2ec5d!8m2!3d-6.215027!4d106.8394249!16s%2Fg%2F11bxgm6d33!19sChIJCRkv-Ar0aS4RXezC-nYjbxA?authuser=0&hl=en&rclk=1,Warteg Saudara,asdas,budi,3186077,48,191,"Jl. Mentas Selatan I No.9, RT.1/RW.12",Jakarta Selatan
299,https://www.google.com/maps/place/Warung+Nasi+Bumbu+Pekalongan/data=!4m7!3m6!1s0x2e69f400e894d6b7:0x567226b3a9ee07a3!8m2!3d-6.215579!4d106.8220153!16s%2Fg%2F11j40x_xsg!19sChIJt9aU6AD0aS4RowfuqbMmclY?authuser=0&hl=en&rclk=1,Warung Nasi Bumbu Pekalongan,asdas,budi,6097974,89,58,"QRMC+QR6, Jl. Komando Raya, RT.8/RW.3",Jakarta Selatan
300,https://www.google.com/maps/place/Warung+Pecel+Putri+Solo/data=!4m7!3m6!1s0x2e69f5f7afdfea49:0x3aa2f96a579f1e82!8m2!3d-6.2135043!4d106.8263174!16s%2Fg%2F11g0gmll6j!19sChIJSerfr_f1aS4Rgh6fV2r5ojo?authuser=0&hl=en&rclk=1,Warung Pecel Putri Solo,asdas,budi,7400696,36,181,"Jl. Karbela No.2, RW.5",Jakarta Selatan
301,https://www.google.com/maps/place/Warung+solo+mania/data=!4m7!3m6!1s0x2e69f4022a27a37d:0x5da866ca7829066!8m2!3d-6.21219!4d106.820426!16s%2Fg%2F11bxjrxtzh!19sChIJfaMnKgL0aS4RZpCCp2yG2gU?authuser=0&hl=en&rclk=1,Warung solo mania,asdas,budi,3108308,33,45,"Depan Wisma 46 BNI Kavling I Kelurahan Kecamatan Setia Budi, Jl. Jenderal Sudirman, RT.10/RW.1",Jakarta Selatan
302,https://www.google.com/maps/place/Warung+Nasi+Pak+Kumis/data=!4m7!3m6!1s0x2e69f3f7f8417891:0x4209bc1c0291c85c!8m2!3d-6.2176475!4d106.8297411!16s%2Fg%2F11j40xkwbx!19sChIJkXhB-PfzaS4RXMiRAhy8CUI?authuser=0&hl=en&rclk=1,Warung Nasi Pak Kumis,asdas,budi,6436435,21,73,"QRJH+WVX, Jl. Denpasar, RT.6/RW.7",Jakarta Selatan
